PLZ	City	State	County	address
15306	Gusow-Platkow Gusow	Brandenburg	Landkreis Märkisch-Oderland	15306, Gusow-Platkow Gusow, Landkreis Märkisch-Oderland, Brandenburg
15306	Lindendorf Neu Mahlisch	Brandenburg	Landkreis Märkisch-Oderland	15306, Lindendorf Neu Mahlisch, Landkreis Märkisch-Oderland, Brandenburg
15306	Fichtenhöhe Niederjesar	Brandenburg	Landkreis Märkisch-Oderland	15306, Fichtenhöhe Niederjesar, Landkreis Märkisch-Oderland, Brandenburg
15306	Fichtenhöhe Alt Mahlisch	Brandenburg	Landkreis Märkisch-Oderland	15306, Fichtenhöhe Alt Mahlisch, Landkreis Märkisch-Oderland, Brandenburg
15306	Lindendorf Sachsendorf	Brandenburg	Landkreis Märkisch-Oderland	15306, Lindendorf Sachsendorf, Landkreis Märkisch-Oderland, Brandenburg
15306	Gusow-Platkow Platkow	Brandenburg	Landkreis Märkisch-Oderland	15306, Gusow-Platkow Platkow, Landkreis Märkisch-Oderland, Brandenburg
15306	Gusow-Platkow	Brandenburg	Landkreis Märkisch-Oderland	15306, Gusow-Platkow, Landkreis Märkisch-Oderland, Brandenburg
15306	Vierlinden Alt Rosenthal	Brandenburg	Landkreis Märkisch-Oderland	15306, Vierlinden Alt Rosenthal, Landkreis Märkisch-Oderland, Brandenburg
15306	Lindendorf Libbenichen	Brandenburg	Landkreis Märkisch-Oderland	15306, Lindendorf Libbenichen, Landkreis Märkisch-Oderland, Brandenburg
15306	Fichtenhöhe	Brandenburg	Landkreis Märkisch-Oderland	15306, Fichtenhöhe, Landkreis Märkisch-Oderland, Brandenburg
15320	Neutrebbin Altbarnim	Brandenburg	Landkreis Märkisch-Oderland	15320, Neutrebbin Altbarnim, Landkreis Märkisch-Oderland, Brandenburg
15320	Neutrebbin	Brandenburg	Landkreis Märkisch-Oderland	15320, Neutrebbin, Landkreis Märkisch-Oderland, Brandenburg
15320	Sietzing	Brandenburg	Landkreis Märkisch-Oderland	15320, Sietzing, Landkreis Märkisch-Oderland, Brandenburg
15320	Neuhardenberg	Brandenburg	Landkreis Märkisch-Oderland	15320, Neuhardenberg, Landkreis Märkisch-Oderland, Brandenburg
15320	Neuhardenberg Quappendorf	Brandenburg	Landkreis Märkisch-Oderland	15320, Neuhardenberg Quappendorf, Landkreis Märkisch-Oderland, Brandenburg
15320	Neutrebbin Neutrebbin	Brandenburg	Landkreis Märkisch-Oderland	15320, Neutrebbin Neutrebbin, Landkreis Märkisch-Oderland, Brandenburg
15320	Neutrebbin Alttrebbin	Brandenburg	Landkreis Märkisch-Oderland	15320, Neutrebbin Alttrebbin, Landkreis Märkisch-Oderland, Brandenburg
15320	Neuhardenberg Altfriedland	Brandenburg	Landkreis Märkisch-Oderland	15320, Neuhardenberg Altfriedland, Landkreis Märkisch-Oderland, Brandenburg
15320	Neuhardenberg Neuhardenberg	Brandenburg	Landkreis Märkisch-Oderland	15320, Neuhardenberg Neuhardenberg, Landkreis Märkisch-Oderland, Brandenburg
15320	Neuhardenberg Wulkow bei Trebnitz	Brandenburg	Landkreis Märkisch-Oderland	15320, Neuhardenberg Wulkow bei Trebnitz, Landkreis Märkisch-Oderland, Brandenburg
15324	Kienitz	Brandenburg	Landkreis Märkisch-Oderland	15324, Kienitz, Landkreis Märkisch-Oderland, Brandenburg
15324	Ortwig	Brandenburg	Landkreis Märkisch-Oderland	15324, Ortwig, Landkreis Märkisch-Oderland, Brandenburg
15324	Kiehnwerder	Brandenburg	Landkreis Märkisch-Oderland	15324, Kiehnwerder, Landkreis Märkisch-Oderland, Brandenburg
15324	Gieshof-Zelliner Loose	Brandenburg	Landkreis Märkisch-Oderland	15324, Gieshof-Zelliner Loose, Landkreis Märkisch-Oderland, Brandenburg
15324	Neubarnim	Brandenburg	Landkreis Märkisch-Oderland	15324, Neubarnim, Landkreis Märkisch-Oderland, Brandenburg
15324	Letschin	Brandenburg	Landkreis Märkisch-Oderland	15324, Letschin, Landkreis Märkisch-Oderland, Brandenburg
15324	Groß Neuendorf	Brandenburg	Landkreis Märkisch-Oderland	15324, Groß Neuendorf, Landkreis Märkisch-Oderland, Brandenburg
15326	Lebus	Brandenburg	Landkreis Märkisch-Oderland	15326, Lebus, Landkreis Märkisch-Oderland, Brandenburg
15326	Podelzig	Brandenburg	Landkreis Märkisch-Oderland	15326, Podelzig, Landkreis Märkisch-Oderland, Brandenburg
15326	Zeschdorf Petershagen	Brandenburg	Landkreis Märkisch-Oderland	15326, Zeschdorf Petershagen, Landkreis Märkisch-Oderland, Brandenburg
15326	Zeschdorf Alt Zeschdorf	Brandenburg	Landkreis Märkisch-Oderland	15326, Zeschdorf Alt Zeschdorf, Landkreis Märkisch-Oderland, Brandenburg
15326	Lebus Mallnow	Brandenburg	Landkreis Märkisch-Oderland	15326, Lebus Mallnow, Landkreis Märkisch-Oderland, Brandenburg
15326	Lebus Lebus	Brandenburg	Landkreis Märkisch-Oderland	15326, Lebus Lebus, Landkreis Märkisch-Oderland, Brandenburg
15326	Zeschdorf	Brandenburg	Landkreis Märkisch-Oderland	15326, Zeschdorf, Landkreis Märkisch-Oderland, Brandenburg
15326	Fichtenhöhe	Brandenburg	Landkreis Märkisch-Oderland	15326, Fichtenhöhe, Landkreis Märkisch-Oderland, Brandenburg
15326	Zeschdorf Döbberin	Brandenburg	Landkreis Märkisch-Oderland	15326, Zeschdorf Döbberin, Landkreis Märkisch-Oderland, Brandenburg
15326	Lebus Wulkow	Brandenburg	Landkreis Märkisch-Oderland	15326, Lebus Wulkow, Landkreis Märkisch-Oderland, Brandenburg
15326	Fichtenhöhe Carzig	Brandenburg	Landkreis Märkisch-Oderland	15326, Fichtenhöhe Carzig, Landkreis Märkisch-Oderland, Brandenburg
15326	Lebus Schönfließ	Brandenburg	Landkreis Märkisch-Oderland	15326, Lebus Schönfließ, Landkreis Märkisch-Oderland, Brandenburg
15328	Zechin Friedrichsaue	Brandenburg	Landkreis Märkisch-Oderland	15328, Zechin Friedrichsaue, Landkreis Märkisch-Oderland, Brandenburg
15328	Reitwein	Brandenburg	Landkreis Märkisch-Oderland	15328, Reitwein, Landkreis Märkisch-Oderland, Brandenburg
15328	Zechin Zechin	Brandenburg	Landkreis Märkisch-Oderland	15328, Zechin Zechin, Landkreis Märkisch-Oderland, Brandenburg
15328	Alt Tucheband	Brandenburg	Landkreis Märkisch-Oderland	15328, Alt Tucheband, Landkreis Märkisch-Oderland, Brandenburg
15328	Küstriner Vorland	Brandenburg	Landkreis Märkisch-Oderland	15328, Küstriner Vorland, Landkreis Märkisch-Oderland, Brandenburg
15328	Golzow	Brandenburg	Landkreis Märkisch-Oderland	15328, Golzow, Landkreis Märkisch-Oderland, Brandenburg
15328	Zechin	Brandenburg	Landkreis Märkisch-Oderland	15328, Zechin, Landkreis Märkisch-Oderland, Brandenburg
15328	Zechin Buschdorf	Brandenburg	Landkreis Märkisch-Oderland	15328, Zechin Buschdorf, Landkreis Märkisch-Oderland, Brandenburg
15328	Bleyen-Genschmar Bleyen	Brandenburg	Landkreis Märkisch-Oderland	15328, Bleyen-Genschmar Bleyen, Landkreis Märkisch-Oderland, Brandenburg
15328	Bleyen-Genschmar	Brandenburg	Landkreis Märkisch-Oderland	15328, Bleyen-Genschmar, Landkreis Märkisch-Oderland, Brandenburg
15328	Bleyen-Genschmar Genschmar	Brandenburg	Landkreis Märkisch-Oderland	15328, Bleyen-Genschmar Genschmar, Landkreis Märkisch-Oderland, Brandenburg
15328	Küstriner Vorland Gorgast	Brandenburg	Landkreis Märkisch-Oderland	15328, Küstriner Vorland Gorgast, Landkreis Märkisch-Oderland, Brandenburg
15328	Alt Tucheband Alt Tucheband	Brandenburg	Landkreis Märkisch-Oderland	15328, Alt Tucheband Alt Tucheband, Landkreis Märkisch-Oderland, Brandenburg
15328	Küstriner Vorland Manschnow	Brandenburg	Landkreis Märkisch-Oderland	15328, Küstriner Vorland Manschnow, Landkreis Märkisch-Oderland, Brandenburg
15328	Alt Tucheband Ratstock	Brandenburg	Landkreis Märkisch-Oderland	15328, Alt Tucheband Ratstock, Landkreis Märkisch-Oderland, Brandenburg
15328	Küstriner Vorland Küstrin-Kietz	Brandenburg	Landkreis Märkisch-Oderland	15328, Küstriner Vorland Küstrin-Kietz, Landkreis Märkisch-Oderland, Brandenburg
15328	Alt Tucheband Hathenow	Brandenburg	Landkreis Märkisch-Oderland	15328, Alt Tucheband Hathenow, Landkreis Märkisch-Oderland, Brandenburg
15344	Strausberg	Brandenburg	Landkreis Märkisch-Oderland	15344, Strausberg, Landkreis Märkisch-Oderland, Brandenburg
15345	Altlandsberg	Brandenburg	Landkreis Märkisch-Oderland	15345, Altlandsberg, Landkreis Märkisch-Oderland, Brandenburg
15345	Prötzel	Brandenburg	Landkreis Märkisch-Oderland	15345, Prötzel, Landkreis Märkisch-Oderland, Brandenburg
15345	Prötzel Harnekop	Brandenburg	Landkreis Märkisch-Oderland	15345, Prötzel Harnekop, Landkreis Märkisch-Oderland, Brandenburg
15345	Rehfelde	Brandenburg	Landkreis Märkisch-Oderland	15345, Rehfelde, Landkreis Märkisch-Oderland, Brandenburg
15345	Lichtenow	Brandenburg	Landkreis Märkisch-Oderland	15345, Lichtenow, Landkreis Märkisch-Oderland, Brandenburg
15345	Rehfelde Rehfelde	Brandenburg	Landkreis Märkisch-Oderland	15345, Rehfelde Rehfelde, Landkreis Märkisch-Oderland, Brandenburg
15345	Rehfelde Zinndorf	Brandenburg	Landkreis Märkisch-Oderland	15345, Rehfelde Zinndorf, Landkreis Märkisch-Oderland, Brandenburg
15345	Zinndorf	Brandenburg	Landkreis Märkisch-Oderland	15345, Zinndorf, Landkreis Märkisch-Oderland, Brandenburg
15345	Reichenow-Möglin Reichenow	Brandenburg	Landkreis Märkisch-Oderland	15345, Reichenow-Möglin Reichenow, Landkreis Märkisch-Oderland, Brandenburg
15345	Werder	Brandenburg	Landkreis Märkisch-Oderland	15345, Werder, Landkreis Märkisch-Oderland, Brandenburg
15345	Rehfelde Werder	Brandenburg	Landkreis Märkisch-Oderland	15345, Rehfelde Werder, Landkreis Märkisch-Oderland, Brandenburg
15345	Petershagen-Eggersdorf	Brandenburg	Landkreis Märkisch-Oderland	15345, Petershagen-Eggersdorf, Landkreis Märkisch-Oderland, Brandenburg
15345	Prötzel Sternebeck	Brandenburg	Landkreis Märkisch-Oderland	15345, Prötzel Sternebeck, Landkreis Märkisch-Oderland, Brandenburg
15345	Oberbarnim	Brandenburg	Landkreis Märkisch-Oderland	15345, Oberbarnim, Landkreis Märkisch-Oderland, Brandenburg
15345	Garzau-Garzin Garzau	Brandenburg	Landkreis Märkisch-Oderland	15345, Garzau-Garzin Garzau, Landkreis Märkisch-Oderland, Brandenburg
15345	Garzau-Garzin Garzin	Brandenburg	Landkreis Märkisch-Oderland	15345, Garzau-Garzin Garzin, Landkreis Märkisch-Oderland, Brandenburg
15345	Oberbarnim Klosterdorf	Brandenburg	Landkreis Märkisch-Oderland	15345, Oberbarnim Klosterdorf, Landkreis Märkisch-Oderland, Brandenburg
15345	Garzau-Garzin	Brandenburg	Landkreis Märkisch-Oderland	15345, Garzau-Garzin, Landkreis Märkisch-Oderland, Brandenburg
15345	Prötzel Prädikow	Brandenburg	Landkreis Märkisch-Oderland	15345, Prötzel Prädikow, Landkreis Märkisch-Oderland, Brandenburg
15345	Reichenow-Möglin	Brandenburg	Landkreis Märkisch-Oderland	15345, Reichenow-Möglin, Landkreis Märkisch-Oderland, Brandenburg
15345	Prötzel Prötzel	Brandenburg	Landkreis Märkisch-Oderland	15345, Prötzel Prötzel, Landkreis Märkisch-Oderland, Brandenburg
15345	Reichenow-Möglin Möglin	Brandenburg	Landkreis Märkisch-Oderland	15345, Reichenow-Möglin Möglin, Landkreis Märkisch-Oderland, Brandenburg
15366	Hönow	Brandenburg	Landkreis Märkisch-Oderland	15366, Hönow, Landkreis Märkisch-Oderland, Brandenburg
15366	Münchehofe	Brandenburg	Landkreis Märkisch-Oderland	15366, Münchehofe, Landkreis Märkisch-Oderland, Brandenburg
15366	Neuenhagen bei Berlin	Brandenburg	Landkreis Märkisch-Oderland	15366, Neuenhagen bei Berlin, Landkreis Märkisch-Oderland, Brandenburg
15366	Dahlwitz-Hoppegarten	Brandenburg	Landkreis Märkisch-Oderland	15366, Dahlwitz-Hoppegarten, Landkreis Märkisch-Oderland, Brandenburg
15370	Fredersdorf-Vogelsdorf	Brandenburg	Landkreis Märkisch-Oderland	15370, Fredersdorf-Vogelsdorf, Landkreis Märkisch-Oderland, Brandenburg
15370	Petershagen-Eggersdorf	Brandenburg	Landkreis Märkisch-Oderland	15370, Petershagen-Eggersdorf, Landkreis Märkisch-Oderland, Brandenburg
15372	Müncheberg	Brandenburg	Landkreis Märkisch-Oderland	15372, Müncheberg, Landkreis Märkisch-Oderland, Brandenburg
15374	Müncheberg	Brandenburg	Landkreis Märkisch-Oderland	15374, Müncheberg, Landkreis Märkisch-Oderland, Brandenburg
15377	Waldsieversdorf	Brandenburg	Landkreis Märkisch-Oderland	15377, Waldsieversdorf, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Grunow	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Grunow, Landkreis Märkisch-Oderland, Brandenburg
15377	Märkische Höhe	Brandenburg	Landkreis Märkisch-Oderland	15377, Märkische Höhe, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim, Landkreis Märkisch-Oderland, Brandenburg
15377	Ihlow	Brandenburg	Landkreis Märkisch-Oderland	15377, Ihlow, Landkreis Märkisch-Oderland, Brandenburg
15377	Buckow	Brandenburg	Landkreis Märkisch-Oderland	15377, Buckow, Landkreis Märkisch-Oderland, Brandenburg
15377	Märkische Höhe Reichenberg	Brandenburg	Landkreis Märkisch-Oderland	15377, Märkische Höhe Reichenberg, Landkreis Märkisch-Oderland, Brandenburg
15377	Märkische Höhe Ringenwalde	Brandenburg	Landkreis Märkisch-Oderland	15377, Märkische Höhe Ringenwalde, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Bollersdorf	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Bollersdorf, Landkreis Märkisch-Oderland, Brandenburg
15377	Märkische Höhe Batzlow	Brandenburg	Landkreis Märkisch-Oderland	15377, Märkische Höhe Batzlow, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Grunow, Grunow	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Grunow, Grunow, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Grunow, Ernsthof	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Grunow, Ernsthof, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Bollersdorf, Bollersdorf	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Bollersdorf, Bollersdorf, Landkreis Märkisch-Oderland, Brandenburg
15377	Oberbarnim Bollersdorf, Pritzhagen	Brandenburg	Landkreis Märkisch-Oderland	15377, Oberbarnim Bollersdorf, Pritzhagen, Landkreis Märkisch-Oderland, Brandenburg
15378	Hennickendorf	Brandenburg	Landkreis Märkisch-Oderland	15378, Hennickendorf, Landkreis Märkisch-Oderland, Brandenburg
15378	Herzfelde	Brandenburg	Landkreis Märkisch-Oderland	15378, Herzfelde, Landkreis Märkisch-Oderland, Brandenburg
15517	Fürstenwalde/Spree	Brandenburg	Landkreis Oder-Spree	15517, Fürstenwalde/Spree, Landkreis Oder-Spree, Brandenburg
15517	Fürstenwalde/Spree Trebus	Brandenburg	Landkreis Oder-Spree	15517, Fürstenwalde/Spree Trebus, Landkreis Oder-Spree, Brandenburg
15517	Fürstenwalde/Spree Fürstenwalde	Brandenburg	Landkreis Oder-Spree	15517, Fürstenwalde/Spree Fürstenwalde, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel, Landkreis Oder-Spree, Brandenburg
15518	Falkenberg	Brandenburg	Landkreis Oder-Spree	15518, Falkenberg, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Steinhöfel	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Steinhöfel, Landkreis Oder-Spree, Brandenburg
15518	Madlitz-Wilmersdorf Alt Madlitz	Brandenburg	Landkreis Oder-Spree	15518, Madlitz-Wilmersdorf Alt Madlitz, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Hasenfelde	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Hasenfelde, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Demnitz	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Demnitz, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Heinersdorf	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Heinersdorf, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Jänickendorf	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Jänickendorf, Landkreis Oder-Spree, Brandenburg
15518	Briesen (Mark)	Brandenburg	Landkreis Oder-Spree	15518, Briesen (Mark), Landkreis Oder-Spree, Brandenburg
15518	Berkenbrück	Brandenburg	Landkreis Oder-Spree	15518, Berkenbrück, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Schönfelde	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Schönfelde, Landkreis Oder-Spree, Brandenburg
15518	Grünheide (Mark)	Brandenburg	Landkreis Oder-Spree	15518, Grünheide (Mark), Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Tempelberg	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Tempelberg, Landkreis Oder-Spree, Brandenburg
15518	Madlitz-Wilmersdorf Falkenberg	Brandenburg	Landkreis Oder-Spree	15518, Madlitz-Wilmersdorf Falkenberg, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Arensdorf	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Arensdorf, Landkreis Oder-Spree, Brandenburg
15518	Briesen (Mark) Biegen	Brandenburg	Landkreis Oder-Spree	15518, Briesen (Mark) Biegen, Landkreis Oder-Spree, Brandenburg
15518	Langewahl	Brandenburg	Landkreis Oder-Spree	15518, Langewahl, Landkreis Oder-Spree, Brandenburg
15518	Briesen (Mark) Briesen (Mark)	Brandenburg	Landkreis Oder-Spree	15518, Briesen (Mark) Briesen (Mark), Landkreis Oder-Spree, Brandenburg
15518	Rauen	Brandenburg	Landkreis Oder-Spree	15518, Rauen, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Neuendorf im Sande	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Neuendorf im Sande, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Beerfelde	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Beerfelde, Landkreis Oder-Spree, Brandenburg
15518	Madlitz-Wilmersdorf Wilmersdorf	Brandenburg	Landkreis Oder-Spree	15518, Madlitz-Wilmersdorf Wilmersdorf, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Gölsdorf	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Gölsdorf, Landkreis Oder-Spree, Brandenburg
15518	Grünheide (Mark) Hangelsberg	Brandenburg	Landkreis Oder-Spree	15518, Grünheide (Mark) Hangelsberg, Landkreis Oder-Spree, Brandenburg
15518	Steinhöfel Buchholz	Brandenburg	Landkreis Oder-Spree	15518, Steinhöfel Buchholz, Landkreis Oder-Spree, Brandenburg
15518	Madlitz-Wilmersdorf	Brandenburg	Landkreis Oder-Spree	15518, Madlitz-Wilmersdorf, Landkreis Oder-Spree, Brandenburg
15526	Reichenwalde Kolpin	Brandenburg	Landkreis Oder-Spree	15526, Reichenwalde Kolpin, Landkreis Oder-Spree, Brandenburg
15526	Rietz-Neuendorf	Brandenburg	Landkreis Oder-Spree	15526, Rietz-Neuendorf, Landkreis Oder-Spree, Brandenburg
15526	Reichenwalde	Brandenburg	Landkreis Oder-Spree	15526, Reichenwalde, Landkreis Oder-Spree, Brandenburg
15526	Bad Saarow Neu Golm	Brandenburg	Landkreis Oder-Spree	15526, Bad Saarow Neu Golm, Landkreis Oder-Spree, Brandenburg
15526	Reichenwalde Dahmsdorf	Brandenburg	Landkreis Oder-Spree	15526, Reichenwalde Dahmsdorf, Landkreis Oder-Spree, Brandenburg
15526	Bad Saarow Petersdorf	Brandenburg	Landkreis Oder-Spree	15526, Bad Saarow Petersdorf, Landkreis Oder-Spree, Brandenburg
15526	Bad Saarow	Brandenburg	Landkreis Oder-Spree	15526, Bad Saarow, Landkreis Oder-Spree, Brandenburg
15526	Bad Saarow Bad Saarow	Brandenburg	Landkreis Oder-Spree	15526, Bad Saarow Bad Saarow, Landkreis Oder-Spree, Brandenburg
15526	Reichenwalde Reichenwalde	Brandenburg	Landkreis Oder-Spree	15526, Reichenwalde Reichenwalde, Landkreis Oder-Spree, Brandenburg
15526	Rietz-Neuendorf Alt Golm	Brandenburg	Landkreis Oder-Spree	15526, Rietz-Neuendorf Alt Golm, Landkreis Oder-Spree, Brandenburg
15528	Spreenhagen Markgrafpieske	Brandenburg	Landkreis Oder-Spree	15528, Spreenhagen Markgrafpieske, Landkreis Oder-Spree, Brandenburg
15528	Spreenhagen Hartmannsdorf	Brandenburg	Landkreis Oder-Spree	15528, Spreenhagen Hartmannsdorf, Landkreis Oder-Spree, Brandenburg
15528	Spreenhagen Braunsdorf	Brandenburg	Landkreis Oder-Spree	15528, Spreenhagen Braunsdorf, Landkreis Oder-Spree, Brandenburg
15528	Spreenhagen	Brandenburg	Landkreis Oder-Spree	15528, Spreenhagen, Landkreis Oder-Spree, Brandenburg
15528	Spreenhagen Spreenhagen	Brandenburg	Landkreis Oder-Spree	15528, Spreenhagen Spreenhagen, Landkreis Oder-Spree, Brandenburg
15528	Grünheide (Mark) Mönchwinkel	Brandenburg	Landkreis Oder-Spree	15528, Grünheide (Mark) Mönchwinkel, Landkreis Oder-Spree, Brandenburg
15528	Grünheide (Mark) Spreeau	Brandenburg	Landkreis Oder-Spree	15528, Grünheide (Mark) Spreeau, Landkreis Oder-Spree, Brandenburg
15528	Grünheide (Mark)	Brandenburg	Landkreis Oder-Spree	15528, Grünheide (Mark), Landkreis Oder-Spree, Brandenburg
15537	Grünheide (Mark) Kagel	Brandenburg	Landkreis Oder-Spree	15537, Grünheide (Mark) Kagel, Landkreis Oder-Spree, Brandenburg
15537	Wernsdorf	Brandenburg	Landkreis Dahme-Spreewald	15537, Wernsdorf, Landkreis Dahme-Spreewald, Brandenburg
15537	Grünheide (Mark) Kienbaum	Brandenburg	Landkreis Oder-Spree	15537, Grünheide (Mark) Kienbaum, Landkreis Oder-Spree, Brandenburg
15537	Gosen Gosen	Brandenburg	Landkreis Oder-Spree	15537, Gosen Gosen, Landkreis Oder-Spree, Brandenburg
15537	Erkner	Brandenburg	Landkreis Oder-Spree	15537, Erkner, Landkreis Oder-Spree, Brandenburg
15537	Grünheide (Mark) Grünheide	Brandenburg	Landkreis Oder-Spree	15537, Grünheide (Mark) Grünheide, Landkreis Oder-Spree, Brandenburg
15537	Gosen Neu Zittau	Brandenburg	Landkreis Oder-Spree	15537, Gosen Neu Zittau, Landkreis Oder-Spree, Brandenburg
15537	Grünheide (Mark)	Brandenburg	Landkreis Oder-Spree	15537, Grünheide (Mark), Landkreis Oder-Spree, Brandenburg
15562	Rüdersdorf bei Berlin	Brandenburg	Landkreis Märkisch-Oderland	15562, Rüdersdorf bei Berlin, Landkreis Märkisch-Oderland, Brandenburg
15566	Schöneiche bei Berlin	Brandenburg	Landkreis Oder-Spree	15566, Schöneiche bei Berlin, Landkreis Oder-Spree, Brandenburg
15569	Woltersdorf	Brandenburg	Landkreis Oder-Spree	15569, Woltersdorf, Landkreis Oder-Spree, Brandenburg
15711	Zeesen	Brandenburg	Landkreis Dahme-Spreewald	15711, Zeesen, Landkreis Dahme-Spreewald, Brandenburg
15711	Schenkendorf	Brandenburg	Landkreis Dahme-Spreewald	15711, Schenkendorf, Landkreis Dahme-Spreewald, Brandenburg
15711	Königs Wusterhausen	Brandenburg	Landkreis Dahme-Spreewald	15711, Königs Wusterhausen, Landkreis Dahme-Spreewald, Brandenburg
15732	Eichwalde	Brandenburg	Landkreis Dahme-Spreewald	15732, Eichwalde, Landkreis Dahme-Spreewald, Brandenburg
15732	Waltersdorf	Brandenburg	Landkreis Dahme-Spreewald	15732, Waltersdorf, Landkreis Dahme-Spreewald, Brandenburg
15732	Schulzendorf	Brandenburg	Landkreis Dahme-Spreewald	15732, Schulzendorf, Landkreis Dahme-Spreewald, Brandenburg
15738	Zeuthen	Brandenburg	Landkreis Dahme-Spreewald	15738, Zeuthen, Landkreis Dahme-Spreewald, Brandenburg
15741	Bestensee	Brandenburg	Landkreis Dahme-Spreewald	15741, Bestensee, Landkreis Dahme-Spreewald, Brandenburg
15741	Motzen	Brandenburg	Landkreis Dahme-Spreewald	15741, Motzen, Landkreis Dahme-Spreewald, Brandenburg
15741	Gräbendorf	Brandenburg	Landkreis Dahme-Spreewald	15741, Gräbendorf, Landkreis Dahme-Spreewald, Brandenburg
15741	Pätz	Brandenburg	Landkreis Dahme-Spreewald	15741, Pätz, Landkreis Dahme-Spreewald, Brandenburg
15745	Wildau	Brandenburg	Landkreis Dahme-Spreewald	15745, Wildau, Landkreis Dahme-Spreewald, Brandenburg
15746	Groß Köris	Brandenburg	Landkreis Dahme-Spreewald	15746, Groß Köris, Landkreis Dahme-Spreewald, Brandenburg
15748	Märkisch Buchholz	Brandenburg	Landkreis Dahme-Spreewald	15748, Märkisch Buchholz, Landkreis Dahme-Spreewald, Brandenburg
15748	Münchehofe	Brandenburg	Landkreis Dahme-Spreewald	15748, Münchehofe, Landkreis Dahme-Spreewald, Brandenburg
15749	Gallun	Brandenburg	Landkreis Dahme-Spreewald	15749, Gallun, Landkreis Dahme-Spreewald, Brandenburg
15749	Brusendorf	Brandenburg	Landkreis Dahme-Spreewald	15749, Brusendorf, Landkreis Dahme-Spreewald, Brandenburg
15749	Kiekebusch	Brandenburg	Landkreis Dahme-Spreewald	15749, Kiekebusch, Landkreis Dahme-Spreewald, Brandenburg
15749	Mittenwalde	Brandenburg	Landkreis Dahme-Spreewald	15749, Mittenwalde, Landkreis Dahme-Spreewald, Brandenburg
15749	Ragow	Brandenburg	Landkreis Dahme-Spreewald	15749, Ragow, Landkreis Dahme-Spreewald, Brandenburg
15751	Niederlehme	Brandenburg	Landkreis Dahme-Spreewald	15751, Niederlehme, Landkreis Dahme-Spreewald, Brandenburg
15752	Prieros	Brandenburg	Landkreis Dahme-Spreewald	15752, Prieros, Landkreis Dahme-Spreewald, Brandenburg
15752	Streganz	Brandenburg	Landkreis Dahme-Spreewald	15752, Streganz, Landkreis Dahme-Spreewald, Brandenburg
15752	Kolberg	Brandenburg	Landkreis Dahme-Spreewald	15752, Kolberg, Landkreis Dahme-Spreewald, Brandenburg
15754	Friedersdorf	Brandenburg	Landkreis Dahme-Spreewald	15754, Friedersdorf, Landkreis Dahme-Spreewald, Brandenburg
15754	Dannenreich	Brandenburg	Landkreis Dahme-Spreewald	15754, Dannenreich, Landkreis Dahme-Spreewald, Brandenburg
15754	Gussow	Brandenburg	Landkreis Dahme-Spreewald	15754, Gussow, Landkreis Dahme-Spreewald, Brandenburg
15754	Bindow	Brandenburg	Landkreis Dahme-Spreewald	15754, Bindow, Landkreis Dahme-Spreewald, Brandenburg
15754	Dolgenbrodt	Brandenburg	Landkreis Dahme-Spreewald	15754, Dolgenbrodt, Landkreis Dahme-Spreewald, Brandenburg
